Region 4,,Region 1,,Region 3,,Region 2,
"I know things are hard right now, so why don't we have a company barbecue on Friday and take our minds off things?","It sounds like you're having a tough time right now, but I want you to know that the example you set for the company gives everyone a standard to shoot for.","If you'd like, I can authorize a few days off for you, so you can relax and return refreshed next week.","You're the best soldier in the company! I know things are tough right now, but I want you to know that you quite the prize waiting for you at the end of the month.","Honestly, your problems are not mine. Just get here on time and do your job.",I've heard this story a thousand times. I don't care about your excuses. Just get here on time.,I think this change in performance indicates the reason your fiance left you. Just get here on time.,"Well, I do have a few vacancies in the company to fill these days."
"Look, depression gets us all at some times. The trick is that life will get better, it just takes time.","Yeah, that happens in life, but you don't let it get you down. If you need someone to talk to, I know a good counselor.","You are a good man, in the military, making something of himself. While divorce does happen at home, I'm sure you will get a better girl yourself really soon.","Ending it doesn't help at all, nothing will be fixed from it. We can figure this out together, come talk to me anytime or a chaplain. ","Yeah, life happens. Just stick it out.",Divorce and broken promises. Sometimes that is just how things are...,"Look, don't be crying all up in here. We are soldiers here, man up.","I need you here on time, I don't care what is happening at home. You, as my soldier, need to be here no matter what. I'm responsible for you."
"PFC Lewis, I'm sorry to hear about the news with your family. We have counselors here on post that you can talk to to help you get through this troubling time, would you like me to set something up?","PFC Lewis, that's awful news to hear, my sincere condolences. I can empathize with your situation as my parents also went through a divorce. It affected my mental status too, would you find benefit speaking to a counselor?","PFC Lewis, you're one of the strongest and best members in this platoon. You won't be forced to go through this alone. I have people I can contact, including myself to aid you through these troubling times.","PFC Lewis, you're a strong soldier that will do great things in the Army. This is a major speed bump you're going over and it's going to shape you as a man. I desire to offer you counseling and I recommend speaking to a therapist to comfort you.","PFC Lewis, I'm sorry you're going through troubling times, but it can not affect your work here in the Army.","PFC Lewis, it is unfortunate what you're going through, but you have to suck it up and keep plugging on. I can't have soldiers looking weak or vulnerable. ","PFC Lewis, my parents went through a divorce too. It's not a big deal, get over it.","PFC Lewis, your parents getting a divorce is probably for the best. Try to ignore it. "
is there anything that I can do to help you?,"I understand you have been having a rough time, lets talk over it a bit over dinner.","I understand things have been rough for you lately, how about taking a vacation for the rest of the week. ",Have you ever considered where you will spend eternity? Lets take a few minuets and i can show you how God can change your life. ,"Im sorry for everything that has happened, just hold out a little longer and maybe we can figure something out. 
","I wish there was something i could do, but things are so busy at home now, looks like youre on your own. ","you say you have considered suicide, I think that would be the best thing you can do for this platoon at this point!","I dont care if the moon fell into your house, this behavior had better stop immediately!"
"Hey buddy, it's okay. Life is tough at times. But you're tougher, aren't you? Things will get better. Your parents will always be *your* parents, and your fiance wasn't the right one. Better now than in the future when you have kids, right?","Damnit PFC Lewis, I won't tolerate this kind of talk. You're one of my best men. I need you. The platoon needs you. I know things are rough right now, but you've always got us. We're your brothers and sisters and we'll get you through this.","Lewis, you're an outstanding soldier. You're on your way to getting promoted. Good things are coming your way. But you just gotta keep your chin up and be proud. You've got a lot to offer.",,"Well honestly Lewis, why don't you? If you can't handle some hard times then what the fuck are you doing in the Army? Are you going to wimp out when the bullets start flying? I don't need any cowards in my platoon. Get over it. Fast.","Shape up or ship out, guy. I don't care about your personal problems.","Fuck you Lewis. Go home and get it over with, you little wuss. How the hell did you make it through basic if you're going to lose it over a broken heart and a divorce? Grow a back bone.",
,, ,,,,,
"Hey brother, it will get better. I know that you don't believe me right now but I promise it will. ",How about after work you and I go out for a couple beers and we can talk about your future with the Army. We can't change the past but the future is always ours to mold.," You're on your way to a promotion, you just need to continue to be the great soldier I know you can be. All of your reviews are good and I think you and I need to start discussing some schools we can send you to.",Lets start discussing your bright future ahead of you. We can look into tuition assistance and schools.,If she left you she probably never really loved you so you need to move on and stop showing up late to formation.,Your parents won't get back together if you commit suicide. I am sending you to a psychiatrist and suspending you from work indefinitely.,I am recommending you to be kicked out of the Army. We have no place for your weakness.,If you let family matter bother you this much in a professional setting then you have bigger problems ahead of you. Fix yourself.
I'm sorry to hear about your problems. I think that a few days off might benefit you. You sound as if you need a break from everything right now.,"Your problems are valid and I will excuse your recent behavior. I need you to come and talk to me about issues youre having. Hopefully,  I can help you at least lend an ear, and I will understand whats going on with you.","Youre one of the top performers in my platoon. I need you to stay motivated and provide a good example for the others. Come talk to me about issues you re having, and we will see if we can work around them so they dont affect your performance ","Youre a person of value. Suicide is not your fate. You have friends, you just need to go to them. They will be very willing to help you, just as you have helped them many times before. Youre an asset to this platoon and we will rally behind you.","Only weak people consider suicide an option. You need to put your problems behind you when you come to work.






",You need to stop feeling sorry for yourself and do the job you are meant to do. You arent the only person here.,So what if your parents are divorcing and your fiance left you. You need to suck it and realize the world doesnt revolve around you,Letting your problems affect your work is incredibly selfish. You need to realize that right now. I hope we will not be repeating this conversation.
"take some time off. get some sleep and get your ass to the gym. Call your buddy mike, and we'll go get drinks tonight.",Lets take a PL trip to the paintball park this afternoon.,"Starting tomorrow, you need to come see me at lunch time everyday, we will get  beyond this point ",Take the rest of the week off. except come to my office at 1300 today and we'll figure out a plan of action for you.,"life sucks man, get over it",don't bring that shit to work. compartmentalize your life better,most peoples parents get divorced. you're nothing special.,"Your fiance wasn't even attractive, plus i heard she has been hanging out with Jody a lot. get lost, kid. "
"Lewis, I see this has been a hard time for you recently.  I want you to take a week and talk to one of the counselors here on base, they can help you with a number of different approaches.  You can also talk to me if you need to.","I understand Lewis, but as cliche as it sounds time will help. I want you to visit with one of the counselors on base.  They can help you with a number of different strategies and in a week, you and I can sit down and just talk like two guys about it all.","Lewis, you are still an amazing soldier and I want to make sure these hard times won't stop you from being your best.  Let's get the platoon together and have some fun together. Don't forget, everyone in the platoon is here to make sure you're ok.",You are one of my best soldiers and I want to make sure we keep it that way! Life will be hard but we can make it better through how we tackle the problems ahead of us.  Take the afternoon and talk to one of the army counselors about what you can do.,"PFC Lewis, life will suck at times but you have responsibilities that you need to meet. I want you to talk with one of the army counselors about what's going on, but I need you to keep performing well and making it on time to formations.","PFC Lewis, what's happening is rough but make sure it doesn't affect your duties as a soldier.  If you need someone to talk to there are the army counselors or you can talk to me, my door is always open.","PFC Lewis, you are a soldier now and I expect you to achieve in your duties no matter what is happening!  For being late so many times, you will be pulling CQ duty of the weekend for the whole weekend.","PFC Lewis, you need to get your life squared away time now or else you will face further administrative punishments!  As it stands, you will be 15 minutes early to all formations for the next 2 weeks and you will be pulling CQ shifts over our 3day weeken"
"Luckily these feelings can be managed and we have the tools to do it. Get some rest, and we'll start fixing it tomorrow. No sweat, kid.","We all get down some times. Its natural. Just trust that this too shall pass, and think of your battle buddies and how we all stick together. We'll help you through this, and you'll be around to help the next guy.","Too easy, private! Everyone goes through stages like this from time to time, and things are always darkest before the dawn. The unit needs you around, and you show alot of potential. Brighter days are just around the corner.","Keep that head up, private. Any day now you'll snap out of it, and until then we're here to talk things out and do whatever we can. You have brothers and sisters here that have your back. Now let's go bowling.","Well, private, I won't lie to you--you're in a tight spot. These things can be tough to handle, and sometimes soldiers never come out of it. Suicide is a real issue in the modern army.",Here's the number to the suicide hotline. Call them if you have anymore of these thoughts. Don't tell the others about these feelings or they'll think you're weak.,"Private, do you really think I'm the person to talk to about these issues?! If I had a nickel for every depressed enlisted man who has whined to me since I took over this platoon, I could retire early! ","Get it together, private! What kind of weak-willed individual has thoughts of suicide? You don't belong in my unit and you don't belong in my army."
"None of that is your fault and you have more to offer this platoon still, you are consistently one of my best soldiers and you are a motivator for everyone in the platoon, myself included. ","It might feel like this rough time will last forever but I promise you that it will be over and you will be able to move on, you just have to give yourself time to process everything that is happening right now, but you will be okay.","You are consistently my hardest worker and you keep the rest of the platoon going. When you are on your game, so is everyone else so lets find something to get your mind focused on being here.","I find that when things fall apart at home, one of the best things you can do is to leave it at home and do what you came to do at work and keep doing your absolute best despite what else might be going on.","Unfortunately, you are letting your performance here slip just as much as things are falling apart at home.",You used to be such a good soldier but things just are just not working out in your favor anymore.,It is not hard to show up to formations on time and I need you to do better.,You are starting to hold this platoon back from being able to work efficiently because you cannot separate your home life from your work life and I need you to figure it out now. 
"Hey I'm really sorry about what you are going through, but you need to get through this. Life goes on. ",I'm really sorry to hear about this. Know that I am always here for you,I had no idea! Why don't you go home for the day! LEt me know if there is anything I can do to help you!,Oh my goodness I had no idea! You are absolutely excused for your poor performance. Let me know if there is anything else I can do!,You need to learn how to control your emotions better. stuff happens.,"I'm not a social worker, get yourself together.",I don't care about what's happening at home! If you're late again ill be counseling you!,Stop crying! Get yourself together!
Easy there. You know we are all here for you and I'll get you anything you need.,I would be happy to help you. The Army is a family and you're part of it.,Don't worry about all of that. You're a stud and I know you'll bounce right back.,"I know that sucks but you have so much to look forward to. Think of all the cool things we get to do, and all of the friends you have here.",Well now you have problems at home and work.,That's no excuse for poor work. Figure it out.,I don't need to know your personal problems. Fix it before I fix you!,Seriously? That's you're excuse? Get over it.
"You have been one of the best soldiers I have had, keep that in mind when you get down on yourself. ","There is only so much you can control in life, its ok to let somethings go. ","Cheer up, it will get better. You are on the right track to finding the right person for your life. ","Keep your head up and stay strong, you are one of the few soldiers that can do it. ","It sucks that your parents are getting divorced, but that is life kid.  ","It's better off that you split with your fiancée, now you c an focus on the task at hand.  ","Your parents are getting divorced, its not the end of the world. Pull yourself together. ","Your fiancee was probably going to cheat on you anyways if you went through with the marriage, so this is a positive thing in the end. "
"PFC Lewis, you are an outstanding soldier. I have never met a man I would not hesitate to go to war with. I want to help you in any way I can. If that means getting you someone to talk to or talking to me, my door is always open. ","PFC Lewis, I am so sorry to hear that. We can set up a plan to work together and help get you back on your feet. Situations always come up and may be difficult but just know you have a military family who supports you now. ","PFC Lewis, how about you take some leave and go home to visit your family this weekend since there is not training. Maybe a little vacation to get away is just what you need to reset your mind and understand what is going on. ","PFC Lewis, If there is anything you need then you know you can talk to me. You are an outstanding soldier and issues come up in everyones lives. You are a soldier who knows how to fight back from adversity and I know you will get through this. ","PFC Lewis, I know you have a lot going on but this downward spiral is not okay. You cannot continue to go down this path. You need to think about how this will impact your future. ","PFC Lewis, things in life happen. People come and go. That does not mean we can stop doing our jobs. You need to understand that your personal life and work life have to be separate to get the job done right. ","PFC Lewis, this is not okay! You were in the wrong and will continue to be in the wrong if you do not pull yourself together. This better be the last counseling statement you receive. ","PFC Lewis, I do not know what has gotten into you. You went from a great soldier to making mistakes. I understand your situation but everyone has things going on. It does not mean anyone of those is more important than the other so you need figure it out."
"I understand you are having issues. You should have come forward about these issues sooner. I know it is hard to open up. I am going to reccomend you for leave  for 5 days so you can recoup and recover and return to our platoon fresh.
",I understand how hard it is to talk about these issues and I am happy you brought these up to me. I am going to do everything I can to help you and be there for you. I am going to recommend to the commander for you to take leave and refresh.,I understand the gravity of your issues and I am going to reccomend you see a family counselor or the chaplain so you can see a professional that will be able to help you fight through these issues. You are not alone and I will always be here to support u,I will always be here to support you and fight for you. I am going to recommend you take leave and seek help.,,,I am disapointed that you didnt bring this issue up earlier. However there are consequences for your actions and I am going to reccommend disciplinary action for your tardiness.,Even though these issues are unpleasant it has negatively effected your performance and you have broken rules that are set in place and their are consequences for your actions. I am going to counsel you and make a plan of action so we can get past this.
"SFC Lewis, I understand that can be hard for you, let's go to my office or somewhere quite and talk about it.","SFC Lewis you have always given a 100%, I am going help you get through this no matter what.","SFC Lewis you are one of my best soldiers, and you know the whole company is here to help.",Most of the other soldier look up to you and inspire to perform at the same level.,"You should have came to me for help a long time ago, and we could have solved the problem before you started coming late to my formation.","You know there are many program out there to help with problems like this, why didn't you ask for help.","There is nothing I can do for you now, you could have asked for help but now I have to counsel you.","You can expect me to drop everything for one soldier, you are a grown up and know what is expected of you."
"Relax, I've been there before as well.","Well, lets talk about it. ",I've been there before and I can tell you times like this will pass.,Lets talk about it. I may or not be able to help but I'll sure try. You're one of our best soldiers. It's the least i can do!,That sucks man.,I don't know what to tell you.,Maybe your fiance had a good reason for leaving you.,They say kids usually follow in their parents footsteps when they are in relationships.
I understand the sadness you must feel. Have you talked it out with anyone? ,"There are resources available to help you get through this difficult time in your life. Here is some information I have. In the meantime, what are some schools that you plan on attending to further your career here with us? ","Life always throws challenging situations, it is a part of learning and growing as a person. You will get through this challenge. Let me share with you some challenging times in my life and how I got through them.",Let's create some goals to help distract your mind and keep you motivated with your sqd. ,"That is unfortunate. You need to learn how to suck it up. you are in the Army, and the Army does not have time for your excuses and depressing attitude.",,You are getting counseled for not showing up to formation on time and I am putting you on extra duties that include the weekend.,
"PFC Lewis, I understand that the last couple of weeks have been hard for you. Through time, things will get better.","PFC Lewis, I know you have been late some the last couple of weeks, but I understand that due to your circumstances. From here on out lets just work on being on time.","PFC Lewis, you are one of best members of the platoon. I need you to step up for the others to keep morale high.","PFC Lewis, you are to valuable to take yourself out of the platoon. We need you to help make this outfit run smooth.","PFC Lewis, I understand that the last few weeks have been tough but that is no excuse to be late.","PFC Lewis, since I now know the reasoning behind your misbehavior, I will allow you another chance to prove that you belong in this platoon.",This is absolutely unacceptable PFC Lewis! You do not bring your personal problems to work. You have failed me and your platoon!,"PFC Lewis, your actions have given me no other options but to counsel you for your actions. If this happens again I am recommending you for dismissal."
"We all go through tough times like this, lets get you some help. I will personally take you to a counselor to make sure you get back to where you need to be.","PFC Lewis, I understand that times like this are hard. You will get back on your feet and be even stronger when you make it through a tough time like this. Get some of the guys together this weekend and go have some fun.","PFC Lewis, things like this a tough. Let's see if I can get you a few days off to get your mind right. If you need anyone else there with you, just let me know and I will see if I can get them those days off as well.","PFC Lewis, you need to get your mind off of this. I know it is rough, but lets have a platoon BBQ to get you back to where you were.","This stuff happens, but that doesn't mean you need to end your life. Buck up.","You will be okay, now get back to work and take your mind off of it.","PFC Lewis, if you don't straighten up your behavior I will recommend you for an Article 15.","PFC Lewis, I don't care what is going on in your personal life. Get back to work and get yourself straightened out."
"I understand that times like these can be hard, but you have to pull through and anytime you need to speak, you can come to me your SGT Franklin.",Go ahead and take the rest of the day off and come in tomorrow ready to go and on time. times like these you just need a day or two to just relax and get your mind together.,"Hey I understand stress can lead to some bad times, but you are a great soldier and if you go back to how you were performing I'll put you up for promotion because you deserve it.","PFC Lewis I know you can get past this. Do not think about ending it, you have to much to look forward to and the other soldiers look up to you for inspiration and motivation. You will go far in the Army if you work as hard as I know you can.",Being depressed about things in your life shows just how far away you are from being promoted.,Just because things are happening in your life is not an excuse to be late for formation and letting it effect your work is unprofessional.,If you are late again no matter what the excuse is I will personaly make your life hell. ,Just because you think you are depressed is no way for a soldier to act. if you didn't learn that in basic then you failed people and are unfit to be a soldier.
Self-harm is not the answer. Pain is only temporary. Things will get better. ,Your parents are doing what they believe is best for them. Take is as a blessing that you have split with your fiance before getting married and ending up getting a divorce.,"Things happen for a reason. You can overcome this by using your negative emotions to motivate you to do better. You aren't one of the best soldiers by chance, its because you are a great person. ",Get a friend to come pick you up. Take off the rest of the day and go do something you enjoy. ,You need to get help. I cannot keep this confidential now that you have tol me you consider suicide.,I will be reporting this to higher. ,"You may be one of the best soldiers in the platoon, but that doesn't excuse your lack of discipline. You will be counseled for your actions. ",Excuses do not make up for poor performance. 
"Divorce and break-ups are hard, I get it. Please, understand you now have a platoon of soldiers who care about you more than you know. Don't let us lose you.","We are your family as well, and we will not leave you alone. Let's go to a group counseling session together?",Let's get your mind off of things. How about this weekend we go to the game?,"I'll tell you what, as a show of how much this family stands behind you and needs you let's all go out for a game of golf Saturday. Lunch is on me.",Things happen. You have to persevere.,Don't let it get you down. It will all blow over.,Suck it up. There are people who have been through worse. ,Is it really that bad? You may as well end it if you're really that weak minded.
"PFC Lewis, I've never been through what you're going through, but we may be able to find you someone to talk to who can relate to what you're going through right now.","PFC Lewis, there are plenty of people around you whom you can talk to. I'm certain any one in the Platoon is willing to lend an ear and assist you in any way they can.","PFC Lewis, you were always one of the most squared away Soldiers in the Platoon. Let's sit down together to discuss what you've been going through lately.","PFC Lewis, thank you for opening up to me. You're a valuable member of this team, and we need you.","PFC Lewis, I'm very disappointed in the way you've been behaving lately. I don't know what has gotten in to you, but you need to figure it out and make some changes.","PFC Lewis, I don't have time to deal with your issues right now because I have bigger fish to fry, but you need some serious help. Call the Suicide Hotline and maybe they'll be able to do something for you.","PFC Lewis, you are making this Platoon look very bad. The next time you're late to morning formation, you're going to face severe disciplinary actions.","PFC Lewis, I don't care for your problems. Either you figure out how to solve them or I'll solve them for you."
"PFC, you have alot of potential in the military and out of the military. You are going to find a more beautiful wife and you get twice the gifts on special occasions because of your parents divorce.",Do not worry about you and your fiance breaking up. Women love men in the military and you will find plenty of them. ,"That is great about you and your fiance breaking up. We can go out right now and find a couple women, I will even be your wing man. Ill but all of the drinks as well!",Sorry to hear about your parents but that means you get two times the Christmas presents and birthday presents. Their are plenty of fish in the sea! Look at all the opportunity and you will save so much money without a fiance.,"Wow, your life really sucks right now. Your fiance left you because you are an ugly guy. It is probably your fault that your parents divorced as well.","It seems like everything around you is messing up. You should probably stay away from me before my life messes up as well. Oh yea, I have a date with your ex-fiance tonight as well. We have been seeing each other for quite a while now.","You are an idiot, how did you manage to mess up your parents marriage and your current relationship. Drop and do pushups until you can give me a reasonable answer.",Why do you mess up everything. My life has already messed up from being around you. You are going to start running every morning an writing essays every night until you can tell me why you are a screw up.
"Private, I promise you that your battle buddies to your left and right have been through many of the same things you are going through. You need to lean on them for support. ",We can't afford to lose a soldier like you in the Army. I am going to refer you to some resources to get you back in the right state of mind. ,"Private you are one of the best performers we have in the platoon. I need you to maintain the standard of discipline that got you recognized, an handle your personal problems with the resources available to you. ",You don't need the distraction of a marriage at your age and you parent's divorce is nothing to do with you. You have a promising career in front of you and you need to focus on that. ,"I'm sorry that you are going through so much, but I'm afraid if your behavior continues I will be forced to give you a negative counseling statement. ","I'm sure you will work these issues out, but you are expected to execute the mission nonetheless, and failure will not be tolerate. ","I couldn't care less what's happening in your life, I care about the well-being of the entire platoon. ","Sounds like a lot of excuses for poor behavior, private. "
"PFC Lewis, we all go through hard times in life. You have to continue to persevere even in bad times.","PFC Lewis, I understand what you have been going through. I still need you to do your duty though in spite of everything that has been going on in your life. ","PFC Lewis, I understand about the recent problems you have been facing. Do not worry things will get better. Please, talk to me and I can help you get through this.","PFC Lewis, you are one of my best NCO's. Things are always worse before they get better. Things will get better and i will help you throughout your struggle. ","PFC Lewis, I understand your current situation. However, I need you to stay focused. I cannot have you worrying about life issues while on duty.","PFC Lewis, I can clearly see something is wrong since you have been late to a number of formations. I need you to start performing as you once did. ","PFC Lewis, it is unacceptable to keep showing up to formation late. Show up late one more time and I will counsel you. ","PFC Lewis, I need you to perform in spite of your issues. I cannot have you slacking, you must push on and do your duty."
,,,,,,,
"PFC Lewis , you are one of the most proficient soldiers we have, dont let any situation bring down your morale. ","PFC Lewis, we all leave through hard situation in life, you need to chain up and face up your problems. we believe in you here. ","PFC Lewis, i believe it will be good to take some time off with your family.","PFC Lewis, your performance 6 moths ago was extraordinary , we are looking into promote you for your hard work. ","PFC Lewis, dont let things with your family affect your enthusiasm, you are a good soldier and we are here to help","PFC Lewis, we have this service over the phone that help our soldiers with great advices, i want you to call them. ","PFC Lewis, you should no let anything depress you, you are a soldier now and should be strong.","PFC Lewis, we know you re strong and made for this job. dont let your family issues affect your performance. "
"PFC Lewis, you are one of my best men. ","PFC Lewis, I hope to see you continue to put forth great work as you have done in the past. ","PFC Lewis, you are a fantastic solider and this Army needs more soliders like you.","PFC Lewis, you are a valued member of this platoon and the platoon wouldn't know what to do without you. ","PFC Lewis, you have only yourself to blame for your divorce. ","PFC Lewis, your divorce is not an excuse to be late to morning formation. ","PFC Lewis, if you are late to morning formation again, you will be counseled. ","PFC Lewis, next time you are late to formation, you will have to explain yourself to Sergeant Major. "
You have a lot of people here that care about you. You provide so much for this Platoon.,"I know this is a hard time for you right now, but you will get through it. If you need anything let me know.",You are one of the best soldiers in this Platoon. If you get back to your old ways you can easily be promoted.,"You should take some time for yourself, here is a weekend pass. Take some time to relax and get your mind right.",Do not bring your personal life to work. You need to be accountable for your actions at all times.,Stop being sad all the time and focus on working. We cannot afford to have you moping around all the time. You are bringing the platoon down.,Your performance has been terrible the last few weeks. Either you get right or I will pursue further disciplinary action,"I don't care if you are sad. You need to be focused on working when you are here. No more excuses from you, I need results."
"Private, I get it. My parents split when I was about your age too. But a soldier like you will get over that hump soon and everything will return to normal.","Don't worry, I understand. You need to keep your head in the game and continue being the soldier I know you are.",You are a hell of a soldier PFC.  You will find a way to overcome these speed bumps in like and drive on with your mission at hand!,"There are always more fish in the sea, Private.  She was lucky to have you and will either come running back soon, or you will find someone better for you than she ever was!","Well, I know sometimes life gets in the way but you need to soldier on.","I am sorry to hear about all that going on in your life, but perhaps it would be good for you to just focus on work for now.","I was not looking for excuses for you poor performance, I just need you to pick it up.","Regardless of your personal problems, you have a job to do here and I expect it to get done every single day that you come into work."
That's not the way to go. Let me get you some help.,I'm here to help you.,We will get through this together. You're really good and you have potential. Don't think that way.,Let me help you.,And what would that solve?,What about your family? How would they feel?,Stop thinking so ignorant.,Don't ever say that again in my presence. Nothing should make you feel that way.
"Suicide is never the correct option, just hang in there and I promise that things will look up in a few more weeks.","Life happens and we all have to move on, but for now how about you take some time off to clear your mind, paid of course.","Tonight we hit the town drinks are on me, we will party until morning.","How about some time away from work paid vacation wherever you want. You have done great work out here, and are one of the best soldiers I have ever meet.",You better shape up or you are going to be out of a job as well son.,"Well how did you screw your marriage up? It is not difficult to keep a lady happy you know, you must have done some retarded stuff.",Your fiance was obviously a slut so who wants her anyway I say good riddance.,I would have divorced your mother as well considering she birthed an child like you who gets sad and emotional after a little divorce.
"you are not alone in this feeling, many people go through this same feeling in the world, country, and your unit. how can i help you feel better?",i understand how you are feeling. i've been there and sometimes i go back there. i'd like to advise you to see a counselor.,i am going to excuse you for 3 hours to go to church and call your family. i hope this helps a little bit,you are not alone -hugs- lets sit down and talk until we can find a solution to boost your emotions because you are important. we cant do any of this without you,i wish i could help but you need to change your attitude...and soon,im reporting you for suicidal thoughts ., no ones going to miss you. we will just replace you when the new recruits come,you better quit here before i make working here hard for you. i dont need to know your personal stories
,,,,,,"Did you have a plesant morning, Staff Sergeant?",
Im heartbroken to hear these words come out of your mouth. I had no idea you were feeling this way. I hope you realize how valuable you are to me as well as the people around you,Im so glad you've told me this information so I am better able to cater to your emotional needs ,You are loved and valued and losing you would leave a crater in the hearts of those you have touched,Despite the emotions you may be feeling now I want you to keep in mind how many lives you touch and change everyday and how crucial your place here on earth is ,Theres nothing I can do to assist you in this state of mind nor do I have the ability cater to your emotional instability ,you should seek help for the mental issues you are currently undergoing ,Its your own fault sad and depressed so please control your emotions or leave ,I don't know why you felt the need to give me your baggage but I would rather you keep these feelings to yourself 
,,,,,,,
,,,,,,,
I understand that this has been a hard time for you but you have to focus on the good things like the fact that you’re one of the best men in this outfit ,This is a rough patch in your life but think of  some of the good things that have happened lately ,This hard time will pass think about the wonderful things that’ll be in your future ,You have so many good things to look ahead to,Tell me more about your feelings ,How do these things make you feel exactly ,Who cares,Get over it 
,,,,,,,
,,,,,,,
"Lieutenant calm down and take a breath I understand that life can be hard sometimes, but you have to keep pushing through. The thing about your life is you never know what might happen next so all you can do is live your life your way.","Here is what I want you to do, go get some rest do not worry about morning formation or anything else I will take care of it just chill until you feel better son.","tonight me and you are going out on the town son, everything is on me tonight so do not worry about a thing. All you need is a high dose of fun!","buck up son, the only sadness gets you is more sadness you only have so many years so do not waste them being sad. Even if you have to force yourself to be happy at first eventually it will get better",Yea I went through a divorce once man it sucks and let me tell ya it does not get any better. ,"Son I do not know what to tell you, all I know is that if you are going to end it try not to do it on base that is a lot of paper work for me.",Well of course she divorced you after all after spending the night with a man like me no woman would have stayed with you,Son have you ever looked in a mirror that girl obviously was just after the money she would get after you died at war.
,,,,,,,
"Hey man, life throws it's best punches at all of us and there really isn't much we can do about it. But the best part about life is no matter how low it takes us, you still have to come right back up. That's when you come back and throw your best punches!",Everything gone be good man. You first have to understand that you are truly loved and people really want the best for you. This is truly not what you want to do man because that truly just make things worse. ,"Man no worries at all man, your still a young guy and you can still bounce back. Your parents might have split but at least you still have them in your life. As well as with you and your girl, you guys might have done it now then instead of in court.",Your still young in this military and you have your whole life ahead of you to go out and be great. The one thing you done want to do is end your life because of temporary pain.,I honestly do not know what to tell you. I don't know what I would do in this situation because I know your going through a lot of things and pain so its totally okay to be sad at this point.,I've heard depression is normal so go ahead and go though it man. Honestly it could be your best bet to end it all that way you do escape the pain.,YOU NEED TO BE ANGRY AND SMACK LIFE RIGHT BACK IN THE FACE. ,"When I get down, I listen to music and that makes me mad and hype, do that and I'll guarantee you'll begin to feel better. "
Lewis everything is going to ok. Trust me everything happens for a reason and I believe at the end of all of this something good is going to come out of it.,Remain calm at all times. Don't do anything drastic just take a deep breathe and always have hope for the outcome of your problems.,Lewis you are the best first class private we ever had.,We are here for whatever you need just keep a big happy smile on your face.,Nothing will ever work out. Your life doesn't matter to nobody at all. ,Just go home and think about everything that has happened.,You don't help nobody in your situation. You are useless to everybody including me. GET OUT OF MY SIGHT!,Your attitude need to change pronto cause its ridiculous. 
,,,,,,,
,,,,,,,
"Lewis, you are a good man with a good head on his shoulders. Talking like that will only further regress forward progress. Keep your head up","There are plenty of things to live for in this world, Lewis and I want you to be able to find out what those things are by striving forward with a smile and confidence.",That's not what you should be thinking about! you should be thinking about getting your fiance back. She's delusional if she thinks getting rid of you is best for her. you are an outstanding soldier as well as a human being. ,"Life is what life is, Lewis. It is what you make of it and you should be making the best out of it by standing up, handling your situations with vigor and motivation. ","You are exactly right. Life isn't always the best. Things happen even when it's bad. I, too, sometimes think about putting myself away from the world. 
","Love is trash anyways, Lewis. Sometimes being alone is the best way to be, and my parents are divorced also. I have been sad for a long time now",You should be doing it already. Do the world a favor. One less sad person in the world is a happy world. ,"you are worthless, get out of my office. "
,,,,,,,
"Lewis, everything will be alright. You'll be alright. These things happen sometimes, but we can't let the darkness win.","That wouldn't solve anything Lewis. You can still maintain a good relationships with your parents, and maybe it wasn't meant to be with your fiancé, but it doesn't need to end here.","Lewis, you have so much potential. Why would you want to waste it like this? There is so much good to have in life, but the only way to get is to not give up before it comes. I believe in you Lewis.","Lewis, please don't do this. You're my favorite private, and i don't know what I'd do if i lost you. You mean so much to the people here. We're family in a way.",Maybe all these bad things are your fault Lewis. Maybe you should get your life together. I don't really care though.,Sounds to me like you're a quitter Lewis. Maybe you should take some time to think about your mistakes before you bring them my way.,"Honestly, I wish you would do it. It would save me the trouble of having to be your babysitter.","Lewis, I don't think you're man enough to even do it. Even if somehow you managed up the courage, i bet no one would even care."
,,,,,,,
That's not the way to go. Let me get you some help.,I'm here to help you.,We will get through this together. You're really good and you have potential. Don't think that way.,Let me help you.,And what would that solve?,What about your family? How would they feel?,Stop thinking so ignorant.,Don't ever say that again in my presence. Nothing should make you feel that way.
,,,,,,,
You know what? That is completely understandable. Would you like some time off to collect yourself?,I understand that. Just know that I am here if you ever need to talk about anything.,"Bad things can happen to all of us, but you'll make it. You'll find someone better who will love you. Just give it all time.",You'll be okay son. Time will make everything better. Just don't let it get to you. Focus hard on your training and you'll start to feel much better.,I think you're being selfish. This is where you need to be and if you can't then we might have to come up with some alternative punishments.,"Those things happen all the time. You're no different, so don't expect to be babied or treated any differently.","You are acting like a complete child. You need to work harder or this is not where you need to be anymore. I don't want to hear any more com[plaints about you being late, do you understand?",I don't believe you. You are perfectly fine and are just acting like a child. Grow up!
