Region 4,,Region 1,,Region 3,,Region 2,
SFC Johnson based on your feedback it is clear you have a very hard working platoon and that you are doing a great job. I will continue to monitor the action of SGT Cramer and should any issues of harassment occur we may have to consider finding another SQD leader for 2nd SQD.,"SFC Johnson thank you for taking time to explain the different dynamics of the platoon. I realize some of the SQD are short handed and I will do my best to address that issue, in the meantime let make sure the NCO’s keep up their hard work. It may be in the best interest of 2nd SQD to receive a new SQD leader should further harassments from SGT Cramer occur.",SFC Johnson it seems you are doing excellent work with the platoon. I am very excited to work with you but I can see you have everything under control and the team consists of very hard working personnel,SFC Johnson it is certainly an honor to be the PL for such a squared away team of professionals. I am more than confident we will not have any issues with Mr. Cramer or any of the platoon members under you leadership.,SFC Johnson thank you so much for providing feedback. Do you consider the way you address the harassment to various platoon members from SGT Cramer acceptable?  Maybe we could have prevent the poor solders who have been harassed by him from withstanding such a terrible circumstances if you had of handled the situation in a more direct way the first time.,"SFC Johnson the feedback you have provided is very much appreciated. Lets consider our platoon, do you really think it is fair that some squads are short handed? That must put a lot of stress on the members of the Platoon. Why are you allowing your men and women to be over worked? I feel we need to revaluate what they can tolerate, some of them have families and spouses that need them as well.", SFC Johnson the feedback you have provided regarding the SQD is really unacceptable. How can you let harassments from SGT cramer become repetitive acts? You are exuding poor leadership skills in doing so and if you do not replace him I will be forced to replace you.,SFC Johnson yes the men and women of this platoon are hard working but it is apparent that you have lead them astray by allowing SGT Cramer to remain as a SQD leader. You are directly condoning his actions and you may as well be the one guilty of such actions. What on earth is wrong with you. A person of your rank should be more competent. I will have to think about allowing you to continue as a leader with this platoon.
You did a good job leading the team for a short period of time. I will take what you said under advisement.,You are doing well at keeping up with tasks and purposes. Now is the time to transition back into the follower roll to continue to sharpening your skills,Excellent job as a temporary leader. I think a positive spot report will further your career.,You keep being a leader even though you are not in front and it will pay off.  Thank you for bring the drinking to my attention.,Why did you not bring the drinking to my attention earlier? Leaders look out for their subordinates and you failed them by allowing it to continue.,You did not get squad 3 and 4 up to full strength and that is a failure. You should have done more to get us to full strength,"You did a horrible job as a leader. The drinking is a direct reflect on your leadership style. Leaders should be loud and public about humiliating people. By not publicly addressing the drinking, you enabled it.",Leaders do not do anything wrong. You did everything wrong. We are not at full strength and a negative counseling should light a fire under you to get stuff done.
"Johnson, Sgt. Cramers situation does seem off. Let me get back to you on that.",Sounds like you have things well in hand.  I can’t wait to move forward together to further improve the platoon.,If you get any more problems let me know. Don’t worry about sgt. Cramers; ill handle it,Excellent job Sgt.,"Go ahead and recommend Sgt Cramers for a counseling, then we will handle the situation after that",Sounds like although you have tried you need some help pulling the platoon together .,"Let me deal with Sgt Cramers, you handle your job.",Sounds like there are many issues that are unresolved within the Platoon.  I will tackle those thank you.
Thank you for letting me know.  I will monitor Sgt. Cramer so as to ensure the proper handling of this company as well as inform the squad leaders to come up with a plan to replace him if necessary.,SGT. Cramer will be replaced as a squad leader.  Please bring me the next best candidate to replace him as a squad leader.  Thank you for bringing this to my attention and keep up the good work.,Continue to keep me updated on the inefficiencies of the squad leaders or other cadre as well.,Keep up the good work and I see a promotion on the near horizon for you!,"Thank you for bringing this to my attention but please, lets keep this a professional work environment.  I will take ownership from now on.St",SGT. Cramer's personal issues are of no concern to you.  Please mind your own squad and personal mission to this company.  ,"No one likes a busy body, or a gossip.  Please refrain from spreading rumors and ill will towards another peer amongst this company.",Mind your own business and take care of your own issues rather than worrying about someone else.
"Thanks for the heads up, I will be sure to keep an eye on him.",I appreciate your help. Let me know if it becomes a problem for you.,"Awesome, thanks. Keep up the good work.",Great. I figured it was already being handled.,Thats not your call to make. Let me form my own opinion.,You should not talk about your fellow soldiers like that.,I don't care. I will be the one to watch him.,That is not your job. It is my job to keep this under control.
Thank you for filling me in on the Platoon. I will do what I can to help you to fix these problems and work on Sgt. Cramer's problem.,"You're doing a great job in solving these issues, I'll see what I can do to fix Sgt. Cramer's issues.",All right good work! Lets keep it up and make sure this Platoon maintains high readiness.,Thank you SFC Johnson! Lets get to work on those squads and squad leader to make sure this Platoon is combat ready!,"SFC Johnson, that's not good enough, you have to make sure this platoon is ready at all times. We need to start working on making sure these squads are in top shape.",I need to have a talk with Sgt. Cramer. His actions are unacceptable and needs to change.,Well clearly you haven't done enough to work on Sgt. Cramer's problem if he is still having issues. It is your job to make sure your squad leaders are in line.,Why are you satisfied with this minimal results? You have two squads short a man and a squad leader with a drinking problem!
I am glad to hear that the company is donig well and that third and fourth squad are full! In the near future we should  be filling in the other squads to fulfill any deficiencies. ,It sounds like you are well informed and know your soldiers. This is a great quality and if I have any other questions in the future I will definitely utilize your assistance. ,Wow! I will be sure to keep an eye out for those behaviors! Things like that could definitely effect group cohesion!,Thank you for informing me of these issues! Drinking could definitely be an issue in the future so I will pay close attention to Cramer!,"I would like to focus on the positives of the soldiers rather than point out their deficiencies.
",Have you tried asking Cramer if he is having any other issues? His excessive drinking could be cause by outside influences. ,Do you think it is professional to gossip to me about other soldiers?,I think you should mind your own business and not be so quick to point out negative qualities of soldiers. How about you tell me something good that these soldiers have done.
"This is good information to know, I'll keep an eye out in case these situations develop further.",Ill make sure to deal with this if it becomes an issue.,"I ever knew that tell me more about him, I want to make sure I fully understand.",Is there anyone else that is having issues in the platoon that I should know about.,"Ill deal with these scenarios as they come up, but let me be the judge of people myself. ",Lets not talk about peoples personal problems right now.,I don't think you should be discussing other peoples business SFC Cramer.,"Ill figure that out myself, I dont need you to talk bad about people to me behind there backs."
"That's good information to know, and I love the enthusiam, but let's save talk like that for a later time in a more professional setting.","You seem like you have a good grasp on the platoon status, and I'm sure we can figure out something to help SGT Cramer's situation.","Hell yeah! I love the energy, let's get to work!","Hooah! Great job staying on top of things, let's keep this platoon working well!","Well we need to do something about Sgt Cramer then, and it bothers me that this is a situation that's clearly gone on for too long.",Why would you tell me something like that outside of the correct line of communication? We need to establish some professional guidelines immediately.,"Well, why the hell hasn't Cramer's situation been addressed properly seeing as it's a repeat offense?","Clearly, since one of your sergeants is still having such issues, I was wrongly informed about your competence as a leader."
SFC Johnson we need to maintain this good level of work and keep doing what has been working since before i got to this platoon.,"I like what you have done for this platoon SFC Johnson help mentor me to, to help me do what you are able to do when you were acting platoon leader.",That's great to hear SFC Johnson lets continue the high standard for this platoon.,Awesome job SFC Johnson cant wait to keep up the great work with you.,That is good SFC Johnson but why don't we focus more on our squad leader who has a drinking problem and help correct that because that is more of a problem.,That is good we are a great platoon but two squads are missing people and a squad leader has a drinking problem.,All that sounds good but you don't care about your soldiers because you aren't helping a squad leader who has a drinking problem. That is a failure by you platoon SGT.,You are not that good of a platoon SGT if we are missing soldiers and one has a drinking problem and harasses people.
Thank you. That's good to know. I'll make sure to keep an eye out for that., Good job dealing with SFC Johnson. I'll make sure to stay on him.,Thank you for that. I'm happy that the platoon has had someone like you here to keep him in check and maintain unit cohesion.,"You've done exemplary work for the unit, Sergeant. This will definitely weigh heavily into the first NCOER I write for you.","Thank you for that information, but as PL, I'll be making my own determinations about the soldiers I lead.","As acting PL you had the power to do that, but now that I'm taking over the role, under no circumstances are you to reprimand SGT Johnson again.","Gossip like this is highly unprofessional. Without having given me the chance to feel out my leadership on my own, you've attempted to influence my opinion of another NCO in our unit. Do no to that again.",Your willingness to gossip about your colleagues gives me pause -- were you truthfully being helpful or were you trying to get a leg up on who you see as competition?
"Good job looking out for your soldiers! It's good to know this company has some good men willing to go beyond their duties. I'll be able to handle discipline from here on, however.","Every company does tend to have a few problematic personnel, so thanks for looking out for your soldiers. Now that I'm here, I can keep an eye on SGT Cramer.",Great job taking care of your soldiers! It's excellent to hear that the company has good NCOs like you maintaining order!,Good job making sure the problematic personnel don't ruin everyone's experience in this company. The Army needs more NCOs like you to make things run smoothly.,"To be honest, whatever SGT Cramer has against the other personnel is their problem. As an NCO, you should know not to get involved with matters that aren't strictly your own.","I don't know why you'd mention SGT Cramer's drinking habit. As long as he does his job, I don't care what he drinks or who he may take issue with.",Any adult should know not to get involved in business that isn't his own. Stop worrying about SGT Cramer and do your job.,"Why are you so worried about SGT Cramer? You're obviously the problem in the company, given two squads are still short personnel."
"I see what you are saying SFC Johnson, sounds like this Platoon is already working hard and maintaining itself. It will be a pleasure working with you.",Glad to hear that you have everything already in control SFC Johnson. Let's keep up the good work.,"Nice! I'm happy to hear that, keep up the good work!",Sounds like you have everything in control. Looks like I lucked out to have you SFC Johnson.,Sounds like we have a small issue on our hands with that 2nd Squad Leader. Ill take over from here with him...,"While you have been doing a good job, I will need you to take a step back now. Just telling him doesn't sound like it's working.","You need to get your men under control. If you can't do it, I will have to step in then.",Are you telling me you aren't able to control your men SFC Johnson? Do I need to help you?
"SFC Johnson, I appreciate you handling the situation with SGT Cramer. I will step in if it happens again and counsel SGT Cramer to get him squared away.","SFC Johnson, you've done an excellent job bringing this to my attention. I will introduce myself to Cramer and find out if he has an underlying reason for drinking.","SFC Johnson, let's coordinate a plan of action together in order to prevent SGT Cramer from harassing other squad leaders.","SFC Johnson, I'd like all the squad leaders in my office to discuss the recent harassments by SGT. Cramer and resolve this issue right now.","SFC Johnson, have you given counsel to SGT. Cramer? If he's repeating his offenses, you may be giving an ineffective counseling that you might think is effective. ","SFC Johnson, SGT. Cramer must not respect you if he's deliberately being a poor squad leader. You need to improve you leadership effectiveness.","SFC Johnson, it sounds like SGT. Cramer has zero respect for you. It makes me wonder if I should have respect for you since your platoon members aren't acting professionally.","SFC Johnson, SGT. Cramer must think you're not a role model. "
"Sounds good, glad to know you have it all under control. 


",keep up the good work.,"sounds great, what can I do to help?","thank you for letting me know, I think we will work well together. ","I appreciate your concern, but as the new PL, I will be handling things my own way. ",I expect you to make arrangements for the transfer of SGT Cramer to another duty assignment. ,"I expect you to begin counselling him immediately, or I will personally see to it that you are replaced. 

","I expected higher standards from this platoon, and I'm holding you personally responsible for SGT Cramer's behavior. "
"SFC Cramer, you've done a great job getting me up to speed on the company, thank you. That being said, please remember to maintain professionalism in regards to your peers weaknesses. I'll keep an eye out for his drinking problems and harassment.",Thanks for the 411 on the company. Much appreciated. Now get back to work.,"Fuck yeah! SFC Cramer, I can tell you're going to be a great help to me while I get settled in here at the company. Y'know what? go take the rest of the day off and spend some time with your family.",Thanks for the helpful information. Keep it up and I'll see that you'll be in a good position to get promoted sooner rather than later.,"How about you stand at the position of attention when you speak to me, SFC Cramer. Then why don't you explain to me why you think it's acceptable to try and tarnish your peers reputations with me before I had a chance to make my judgement calls? ","Thank you for demonstrating to me that you think I can't come up with my own judgement calls about my subordinates. I'll be sure to keep that in mind, Sergeant. Dismissed.","How about you stand at the position of attention when you speak to me, Sergeant. Then why don't you explain to me why you think it's acceptable to try and tarnish your peers reputations with me before I had a chance to make my judgement calls? ","Hey, don't be a buddy fucker, guy. I'll draw my own conclusions about the personnel assigned to me. Get back to work and get out of my face. Guy."
"I appreciate the insight SFC Johnson.  You're a fine soldier. If all of our soldier are polished up to the standard you encompass, this should be a squared away platoon. ",Thank you SFC Johnson.  We should make a fine team. Let's continue to be the best.,I can tell that you are a hard worker.  Once I become accommodated to the unit we will have a look at your career path and see what we need to do to get you to the next level. ,I love the motivation.  I'm really excited and impressed in the efforts and contributions you've provided for this platoon. Take the rest of the day off Johnson. ,"How could you have so much pride and you've failed your platoon. If a Squad leader is failing, so have you.",,What possessed you come to me with this gossip.  If there is a problem I suggest you come up with a way to correct it.,
Good to hear that the platoon is so strong. ,We will figure out a way to mitigate any problems from 2nd squad leader's drinking problem. No worries.,You are doing an awesome job as platoon sergeant and I will make sure you have everything you need to continue being successful.,Great job and all of this news is good to hear. We are off to a great start.,I don't like what I am hearing. You need to fix the 3rd and 4th squads to put them at full manpower.,I am disappointed to already be hearing gossip in my platoon. Lets cut the crap.,You have failed to keep this platoon at full man-power and you will be reprimanded for this.,You will not be getting promoted any time soon if you keep gossiping about your fellow soldiers.
"SFC Johnson, I'm glad the platoon and company are doing well. I will take care of the issues we have discussed from here on out. 

",You can just stick to doing your job and leave other matters to me.,"Youre doing a great job, I am going to really need your help in getting to know the platoon and running it, your input would be greatly appreciated.

","Thank you for all the hard work you have put into the platoon, it will make my job a lot easier to have highly motivated, positive people working with me. Im glad we will get a chance to create a partnership and your continued efforts will be a great help",You should have done more about Sgt Cramer. His drinking is clearly a reoccurring issue. I will have to keep watch on that from here on out. ,"Sgt Cramer needs to be disciplined for continued problem causing, if you aren't capable of doing that, Ill make sure it happens","You say that you correct Sgt Cramer when necessary, but clearly you haven't been doing your job properly, because it is still an issue.","If you can't keep your men in line, I will have to see to it that this platoon gets someone who can."
I can assure you that i will begin my time here keeping an eye on Cramer. I have experience dealing with alcoholics and anger issues. We will touch back on this matter in a week.,"In my opinion with a new leader coming to work with the group, i belive i will be able to assist you in worknig with Cramer. I believe that having another superior in the Platoon, with a good moral compass he will be able to learn through our interactions",I will begin this week looking into how we can add members to the third and fourth squad. I also will begin introducing myself to the PLT.,I am very excited to be here and working with you and the PLT. I cannot wait to get out and see how these soldiers work.,"becuase you haven't been able to fill the missing soldiers from 3rd and 4th platoon yet, maybe its just not meant to be. I wouldn't worry about figuring that out, we have other things to worry about.","PL, that's just the problem with alcoholics, they can be very moody, and often they snap and become aggresive with their peers. I don't think there is much we can do, but ill give it my try.","Maybe it is you who i causing cramer to have these mood swings, he is drinking because of the disorganization that you are causing here in this PL.","Honestly, adding two more soldiers to this PLT would be a lot of work, nobody likes doing paper work... and honestly it's just more accountability on my shoulders."
"Thank you SFC Johnson, you're reputation for outstanding work hasn't been exaggerated!  I appreciate you warning me, and I'll lean on you for advice in the future, but for now I would like to let everyone make their own first impressions with me.","Thank you SFC Johnson, I respect how well you have been working with this platoon.  Make sure to stay professional when talking about other NCOs and we will let SGT Cramer let his actions from here out speak for themselves.  I can't wait to work with you.",Thank you SFC Johnson!  This is really outstanding work you've done and I will keep your advice in mind moving forward! Well done!,"Thank you SFC Johnson, keep up the hard work and we'll have the best platoon in the company!","SFC Johnson,  SGT Cramer is a fellow NCO so let's be careful to not paint him in a negative light before he's had a chance to meet with me himself.  Thank you for the advice.","Thank you SFC Johnson, but I will form my own opinions and impressions of SGT Cramer when I meet him later.  That's all for now.",SFC Johnson!  SGT Cramer is one of your fellow NCOs and I will not have members of my platoon bad-mouthing each other.  Make sure this doesn't happen again.,"SFC Johnson, I will not condone talking negatively about your fellow NCOs in that manner.  Speak like that again and you and I are going to have to have a chat about professionalism and respect, understood?"
"You've done a great job here, and your hard work will be recognized. But it's time for you to step aside and let your new PL worry about these issues.","Thank you for efforts. The platoon is in a better state than it was when you took over. But these are my problems now, and you shouldn't worry about it any longer.",That's great to hear! Let's get together later and discuss ideas you have for further improvement within the company.,I'm sorry to hear about his drinking problem. Be sure and stay on top of that.,"You should have handled his alcohol problem a while back. Instead, you're just prolonging the inevitable.","A formal counseling would have been more appropriate. I am disappointed in the way you handled the situation.
","Your failure to adequately handle the alcohol problem here completely invalidates all the other work you did as temporary platoon leader.
","If this platoon implodes soon, it will be entirely your fault."
"SFC Johnson, it sounds like you have a good handle on the issue and you know when you need to talk to SGT Cramer to fix his attitudes when he needs guidance.",I'll be sure to keep an eye on SGT Cramer and see if there is anything I can do to help keep him in line when the time comes but it seems you have a system figured out all ready.,I'm glad to know the platoon is full of hard workers who get the job done and I can't wait to see what you all can do.,Together we can keep SGT Cramer on the right track when things get a little belligerent and keep the other squad leaders morale up.,"Sounds like the rest of the platoon is in good shape but I'm worried about what SGT Cramer does for the morale of everyone else, he has the potential to wear the other squad leaders thin.",I'm going to need you to continue to monitor SGT Cramer and keep him in line whenever he goes drinking so he doesn't do anything he will regret.,"If you had dealt with the problem correctly the first time, you wouldn't have to keep pulling him aside to fix the issue.","His actions are unacceptable and I will not tolerate him harassing the other squad leaders, you need to get him under control."
We can work together to work on SGT Kramer's performance.,I will work with SGT Kramer to improve his performance.,You are doing a fantastic job! You and I can work together to improve SGT Kramer's performance!,Let's both work on making improvements to the platoon!,Our team is only as strong as our weakest link. Start counseling Sgt Kramer about his drinking and job performance.,I will not have a drunk as a squad leader. We will start counseling Sgt Kramer until he gets his act together.,I cant believe we have a drunk as one of our squad leaders! I want him out of my platoon!,We need to send his him to AA and stop him from drinking completely!
Good Job. I appreciate your help.,I don't see there being any problems.,Great! Keep it up.,That's exactly what this platoon needs!,I think that is a bad idea.,You know we can't handle that problem like that.,What were you thinking?,You are doing this all wrong!
I am glad to hear that the company is running well. ,"It makes my job easier to com into a smooth running company, I appreciate it.  ",I am very pleased with the work you have done! ,"You have worked very hard to keep everything in order for me, thank you so much!
",Why are 3rd and 4th both missing men? ,If we have known about the missing men in the 3rd and 4th squads why hasn't more been done to fix this issue? ,"Tell me why you said that the 1st and 2nd squads were running at full strength, yet we have someone with a repeated drinking issue? ","If we have a soldier who has an issue with alcohol, who has to be pulled aside to stay in line, why do we have him in a position of leadership? "
"SFC Johnson, the work you are doing is great but to reinforce team cohesion Sgt. Cramer should be talked to more about his drinking problems. Also, we should see about getting him some help as well.   ","SFC Johnson, I think you have a handle on things with your platoon. However, if things begin to escalate with Sgt. Cramer then we may have to counsel him. WE will deal with that when the time comes. ","SFC Johnson, you are doing a great job here. You are tracking everything about your platoon and how they operate, which is very professional. ",SFC Johnson being in charge of your platoon and realizing their strengths and weaknesses shows great leadership. Stepping in when the time is needed to address and issue is the perfect right to go about this situation. ,"SFC Johnson, if you knew SGT Cramer had a drinking problem then this should have been taken care of sooner not later. This can cause many more problems with the platoon if it gets worse. ","SFC Johnson, drinking problems are a very serious  issue and this should have been addressed sooner. Luckily now I am aware of this situation and if need be can handle both you and him. ","SFC Johnson, why was this not brought to my attention sooner? SGT Cramer showing up smelling like alcohol and yelling at people are not okay in this platoon. If it keeps happening there will be consequences for both him and yourself. ","SFC Johnson, you need to get your platoon squared away. You are responsible for all for them and are just as much to blame if anything goes wrong. "
"SFC Johnson, I understand your concern with SGT Cramer, however I do not believe this is the most professional way to disclose this information. I would like to make these evaluations myself in the future.","SFC Johnson, I understand you are trying to give me a heads up on the problems within the platoon currently but this is neither appropriate or professional. In the future, if there is an issue you wish to tell me about a member of our platoon you document","Although the way you handled this was not appropriate SFC Johnson, I appreciate you coming forward and trying to give me warning to the issues so I can get ahead.","Thank you for the information SFC Johnson, I will speak to SGT Cramer myself and evaluate this issue. I will make sure we make a tentative plan on solving this issue.

",In the future SFC Johnson you will present me with documentation and a written statement of any issues with soldiers within the platoon before you make accusations without any supportive documentation.,"SFC Johnson, I understand you have made me aware of this issue with SGT Cramer but what are you doing to solve it? If you continually have to pull him aside to straighten him out do you thing he's the best person for SL? It's your job to maintain control.","SFC Johnson it is in within your duties and obligations to control your soldiers, especially your squad leaders. You have failed as a PSGT. I am holding you accountable for SGT Cramer's actions now and in the future. ",It's your duty to maintain control your Platoon. I am going to Counsel not just SGT Cramer but you as well as you have both failed to uphold the Army Values. Don't be a blue falcon.
SFC Johnson new soldiers are being trained daily and the other two squads will be full soon.,SGT Cramer is a soldier and we take care of our soldiers.  Let's bring him into the office and see if he as any issues not only with is squad but also with his personal life.  There might be a bigger issues we don't see.,"The two squads continues to show that they can handle the business and complete the mission, even with out a full squad.  ","SGT Cramer and 2nd squad continue to work well together, will verbally counsel SGT Cramer and figure out why he is drinking and harassing his squad.   ",SFC Johnson why haven't you found anyone to fill the slot for 3rd and 4th squad.  We need to be at 100 percent strength. ,SFC Johnson if you can control your Squad Leaders how can you control your PLT.,SFC Johnson you said your Platoon is good shape but how can it be in good shape if you don't have a full Platoon to train properly.,"I don't want to hear about SGT Cramer and how he handle his squad, it is your job and responsibility to make sure that all members of your platoon taken care of."
OK good job on taking him to the side to speak with him.,It we appears we have a good platoon with leaders that are taking ownership of it.,I want to get some more idea from you on how we could help SFC Kramer. I'd like to hear some of your ideas since you're experienced working with him,I like your willingness to help your fellow soldiers out. That's a good quality for us to build on.,Why did you immediately go to chewing SFC Kramer out as the best option?,Is chewing SFC Kramer out the most productive way to help him?,Why did you immediately start chewing out SFC Kramer? Have you ever led before?,SFC Kramer's lack of discipline is a representation of the leadership he's getting from his own leaders. That means you!
Thank you for the overview and feedback on that specific soldier. Aside from the conversations you have had with him what else has been done to assist with his bad drinking habits and method in which he approaches other sqd leaders? ,Thank you for the information! I would like to look at the platoon's personnel files and if I have any other questions I will let you know. ,Keep up the great work! It looks as if you have it under control. Please let me know if and when you need me to step in. ,,,,All you have done is just talk to him about his unprofessional behavior? Why haven't you taken other measures if the behavior has continued? ,
"Sgt. Cramer, understand that the topic of your harassment has upon other Squad leaders has came up. Do not be worried, I am here to talk about how we can fix this.","Sgt. Cramer, I would like to talk to you personally about what is going on with you interactions with the other squads.","Sgt. Cramer, It has came to my attention that you and your fellow squad members work hard and get the job done. I would however like for you to act more professionally during your job.","Sgt. Cramer, SFC Johnson and I believe you play a big part in this platoons success. However, we want to talk to you about better team cohesion.","Sgt. Cramer, I see that you are highly motivated and take pride in your job, but we have to talk about your actions with other squad leaders.
","Sgt. Cramer, if you want to remain a member of this platoon, you need to straighten up your actions before it is to late.","Sgt Cramer, I do not know why you think it is acceptable to treat other members of this platoon the way you do. You need to fix yourself now!","Sgt Cramer, this platoon runs great, but your actions are holding back the platoon's true potential."
Tell me about the good that the squad leaders and team leaders are doing.,"I see that there are some issues within that we may have to take care of, thank you.","Wow, keep up the good work at identifying the problems.",Always good to hear of a PSG who keeps an interest in his soldiers and maintains discipline.,Why are you only focusing on the bad things that your soldiers are doing? Find the good things in them.,Stop belittling your soldiers and get to know why they are performing this way.,"Way to only focus on the negative within your soldiers, what a great leader you are.","Maybe I have heard wrong about you. Good leaders focus on both the good and the bad, however you seem to only concern yourself with the latter."
"SFC Johnson, the news about how well the platoon is doing is great and you can have a good feeling that I will work hard to keep it that way.",SFC Johnson for the great news and i assure you that any problems within the platoon will be handled immediately by both of us.,"I'm glad to know that you are also excited to start working and increase how well the platoon works, and we will make sure they are the best platoon in the battalion.","SFC Johnson, if this is how you are everyday the platoon will be better each day with you in charge of it.",SFC Johnson I believe that if you want to do well you need to handle Sgt. Cramer immediately so that his harassing of the other squad leaders ends today.  ,I am disappointed that you have not handled your squad leaders better.,SFC Johnson there are better ways to bring up problems and as a platoon leader I would expect that you would have handled your men correctly to stop this harassment. ,As a platoon leader you are failing your men by not correcting inappropriate behavior.
"SFC Johnson, I will look into your concerns regarding SGT Cramer. I applaud you on setting him straight when needed. ","Don't worry, I will speak with higher up to see if we can get third and fourth squad up to par in terms of manpower. ","SFC Johnson, I am excited to work with someone as professional as you. ",I am looking forward to continuing the success of this platoon by working together. ,I am new to this so I will need you to continue to do the work while I get familiar with everything. ,I am not very impressed with how you have run the platoon as acting Platoon Leader.,"This is my platoon now, I don't need your advice. ",Don't tell me how to do my job. 
"SFC Johnson we will improve the readiness of the platoon to include habits detrimental towards readiness, such as alcohol. ","SFC Johnson, we will meet with Sgt Cramer after i successfully observe this behavior for myself.","SFC Johnson, you have performed the job admirably and I wish to learn much about how to be successful with your guidance, however, you must let me observe the platoon for a few weeks and we will meet again.","SFC Johnson, we will meet with SGT Cramer before COB today and discuss his behavior.","SFC Johnson, this is my platoon now so let me make the decision about my soldiers.","SFC Johnson, you are the PSG, correct the issue. ","SFC Johnson, do not talk about the platoon in this manner as it irectly reflects your incompetence. ","SFC Johnson, why haven't you corrected the issue yet?"
"SFC Johnson, this is not your fault. Since I'm here now, I will work with the Platoon Sergeant to remedy this issue.","SFC Johnson, I appreciate your candid assessment of the platoon's current state. I will confer with the other squad leaders to ensure we come up with a plan to deal with this issue.","SFC Johnson, you've done an outstanding job filling in for the role of Platoon Leader. Thank you bringing this issue to me. I'll take this issue up the Chain of Command and possibly recommend he attend AA.","SFC Johnson, you've done a great job with filling in as the Platoon Leader. Overall, it sounds like things are going very well. I will sit down with SGT Cramer to discuss this issue.","SFC Johnson, this is currently not a priority for me. I will handle this issue when I've taken care of other, more important items.","SFC Johnson, you've done all you can for SGT Cramer. If he doesn't want to change and continue to behave the way he has been, then let him.","SFC Johnson, it is not any of your concern as to what a Soldier does during his off-duty time, so we should not be discussing his drinking behaviors. Leave the Soldier alone.","SFC Johnson, your inability to lead Soldiers has failed SGT Cramer. SGT Cramer's actions are a direct reflection on you and your leadership skills or lack thereof."
You are doing a goo job an handling the situation well. Continue to address the problem as needed and keep on doing what you are doing.,It sounds like you have the situation under control. As long as you are handling the situation then I will not intervene.,That is great news the way that you are handling the SFC. Let me buy you a beer because of the exceptional way that you handled the situation.,That is amazing. Could you teach me the way that you handle problems such as this one. I want to learn from you.,That is probably not the best way to be handling the situation. You should be reprimanded.,Why would you talk to him in that way. You are not doing the best job showing the Platoon that you have their back when it comes to SFC.,Are you kidding me?! You handled this situation in the worst possible way imaginable. You are a moron and I will look to try and get disciplinary actions taken upon you for your actions.,"You have not helped the situation in any way shape or form. You should have taken the maximum punishment possible out on him. Because you did not take the appropriate action, I will take that action upon you and try to get you removed from the Army.
"
"SFC Johnson, it sounds like you have a good network of subordinates beneath you and also that you have control over them.",I'm happy to find that you are maintaining the integrity of the platoon by keeping your otherwise highly professional squad leaders in line. ,"Excellent job, keep your eyes on SGT Cramer an continue to reprimand him when he steps out of line. ","You have done goo work maintaining the good order and discipline of this platoon, keep up the good work. ",I'm disappointed that more besides verbal reprimands is not being done to correct SGT Cramer's continued misbehavior. ,I would expect you to do more regarding SGT Cramer's demeanor. Harassment in the ranks that is unfounded or may stem from a drinking problem should not be tolerated. ,Do you really think that a verbal reprimand is enough of a punishment for drunken harassment? ,SGT Cramer's continued insubordination is a direct reflection of your negligence and unwillingness to discipline your subordinate leadership.
"SFC Johnson, I am excited to have the opportunity to be apart of this platoon. We will talk soon about ways we can improve the weak links in the platoon.","SFC Johnson, I see you are a hard working soldier. I look forward  to working with you and the platoon to accomplish great things. Do not worry too much about SGT Cramer, however, keep an eye on him to keep him in line. ","SFC Johnson, I am pleased with how the platoon is performing right now. Do not worry about SGT Cramer too much. I will keep my eye on him and talk to him about the drinking if necessary.","Thank you, SFC Johnson for all the hard work you have put into the platoon. I understand you have concerns about SGT Cramer and his drinking. Talk to him about his drinking habits, and inform him about the consequences of harassing squad members.","SFC Johnson, why do you tolerate drunk soldiers on duty. You need to get the soldiers in line before I do.","SFC Johnson, I am not pleased with how you have been running the platoon. I will talk to you about the improvements that need to be made soon.","Thank you, SFC Johnson. I am can see the hard work you have put into this platoon. Do not stress about SGT Cramer, we can both work with him to better the platoon. ","I am grateful to have the opportunity to work with you and this platoon. With a little work, I believe together we can make this platoon flourish."
"thanks for the input on some of the subordinate soldiers but I would rather come to deal with that situation when it arises, people change. I would rather a soldier show me his merit rather than create an assumption based on scuttlebutt.",I appreciate your input and i will monitor the platoon closely and make my own evaluations of the progress. we shall see where this goes in the coming weeks.,"Well, i think we have ourselves a pretty good group of guys and we cant let a few spoil the whole bunch. lets do our best and try and keep everyone on the same page.","These guys will get on board with the program we have here, i see that you're a go getter and are ready to keep the ball rolling. we can do this together and make this platoon even better.","why dont you just allow me to make my own assumptions sergeant, i see that youre trying to help but that kind of sassafrass needs to just be shut down.","Stay in your lane bud, ill figure out who's who and what happens around here on my own. I dont need some overzealous sergeant trying to pull the wool over my eyes.","I dont tolerate this right here, you've known me all of 5 minutes and you're already attempting to sway me towards liking and disliking soldiers, get your head out of your 5th point of contact.",You're fired Mate..
