Region 4,,Region 1,,Region 3,,Region 2,
I hope you are having a pleasant morning and I'm not worried about you being late.,I love scrambled eggs with sausage you have pretty good taste.,I know that sometimes its hard to secure transportation so I won't reprimand you for missing the HQ detail hit time.,As long as the duty got done I don't care what time you did it.,You are far from a promotion if you keep up this terrible performance and you will be reprimanded for missing hit times in the future.,You have no more chances. If you miss another hit time I will take rank and I will take pay.,"You are an outright failure. You have failed your platoon, your company and the Army. ",I am taking rank and pay as of now and you are going to make up for the times you have been late. You will serve time for going AWOL.
"I heard what you had for breakfast. Thats one of my favorites too, but about the last few weeks. Is there anything going on I should know about, any issues or problems that are affecting performance?",I need you to just walk me through the last couple of weeks and let me know what you think has been good and bad about your performance. Then we can discuss those things.,"You have proven yourself ti be a highly effective leader when you put your mind to it, we just need you to do that on a steady, regular basis",Youre an asset to our platoon and we need you. I want you to come up with a list of all the problems you see in our platoon and how we can fix them. Then we will discuss them.,"Your performance has been lackluster as of late, youre late this morning, and you always have excuses. If this continues we will have to take it up the CoC","You need to stop with the excuses, just do your job the way youre capable of and we wont have any more issues",I think your behavior is just a result of you being lazy and settled. You need to stop being selfish and immature and do your job,"If your behavior doesnt improve, I will see to it that you face UCMJ action for repeated failures."
"how was breakfast? how has the last couple of weeks been treating you, i would like to ask you a couple of minor questions.",Are you ready for the weekend? lets discuss a couple things i can see you improving on.,"You're doing great, I have nothing of importance to talk to you about. Any questions before i send you on your way?","I really love breakfast my self, time management is not important in the army.","you are so lazy, pick up your act before your soldiers start acting like you.",I haven't seen anyone act like this since i was in college. People who act like you get kicked out of the army.,until further notice. I want you reporting to my office 2 hours before any hit times.,"nobody gives a crap about you. you are too lazy to be in my unit anymore, i'm going to do my best to have you removed. "
"Keep up the work that you've been doing so far, just tighten it up and work harder at performing well.",,"You have had inconsistent performance in the past, I need you to tighten your shot group.  I believe you can be the best section leader in this platoon and I want to make sure that happens, so if you need any help don't be afraid to ask.",,You have performed well in the past and I want to bring you back to that level again. ,,One thing I do not tolerate is blaming someone else for your failures.  For the next month you will be in charge of arranging transportation for the platoon as well as CQ duty every Friday and Saturday night.,"You are responsible for your own mistakes!  You have performed well in the past and until you do so again, you will have CQ shifts every Friday and Saturday night!"
Well nice of you to drop by. Please have a seat.,I overheard you talking about breakfast. I love eggs!,"Come on in! Good to see you, sergeant. How are you?","Well, well, look what the cat dragged in! Haha let's get this going.","We need to discuss your recent performance. I have witnessed various examples of your ineptitude and lack of attention to detail lately, and it worries me.","Sergeant, something is wrong and I know it. Your work has taken an obvious turn for the worse of late, and we need to nip it in the bud.",Get in here and sit down! How dare you show up late? I call this meeting to discuss your piss poor efforts lately and you lazily walk in to my office?! Completely unacceptable.,This is just another example of what a terrible NCO you are. Get your dumb butt in here so we can get this negative counseling underway. Then you can continue about your mediocre existence.
How has your morning been so far?,I just need to have a few minutes of your time to talk about some things.,"I hear you have been having several issues getting places on time, let's see if there is something we can do to make sure you meet your time hacks.",How about we work together to get you on track and keep you from missing hit times and inspections.,Your performance is dismal at best and you need to figure out how to stop letting down this platoon.,I need you to work harder to get places on time and I need you to work harder so your vehicles are inspection ready at all times and can pass inspections at all times.,You need to stop having casual conversations with everyone you meet and get where you need to go when you need to be there. ,It is not hard to make your time hacks and have your vehicles ready to go or plan transportation ahead of time but you are clearly making it much harder than it needs to be and that is utterly unacceptable.
"SGT I want to say that your performance has not been to my liking lately. Your constantly late, and I need you to change that and start being example to your squad.",Sgt I need you to start being on time for things and have your equipment ready to go. I'm really counting on you to improve your performance.,Hi sgt! I just need to make sure you are being on time to stuff!,Hey Sgt we just need to make some tweaks to your performance and making your on time to things. These things are important and all,Sgt. your performance lately is disappointing. If you or a member of your squad is late again I will start formally counseling you.,Sgt you need to start making changes to your performance. This is unacceptable.,Get your happy butt in here! Your performance is unacceptable!,You cant just stroll into my counseling a half an hour late after you failed to do your job yesterday! I'm counseling you!
Good morning Sergeant. How's it going?,Beautiful weather were having ehh?,Welcome! Let's get this thing going.,Good morning. Today's going to be a good day.,You're late. What time did I tell you to be here?,Really? You're late and making small talk.,I have half a mind to fire you. Don't you ever show up late to my meetings again.,You really are stupid you know that. Holding me up like this. I can't believe you ever passed the ASVAB with a brain as dumb as yours. Jeez man.
So how was your breakfast this morning? ,I see you had a good meal before you got here. ,Its so nice to see you first thing! ,"Hello, how is your morning going? Good I hope! ",I'm glad to hear that your breakfast was good enough to be late. ,"I'm sure that the NCO outside needed to hear all about what you ate, while you were 15 minutes late. ",You would think as a higher NCO that you would know the importance of showing up on time. ,Did you lose all sense of respect or do you just not care about being on time anymore? 
"SFC Smothers, how was your breakfast this morning? I know you have had some little mishaps here lately so lets work on our communication skills. ","SFC Smothers, I think our communication is lacking a tad bit so lets meet more often and see how things are going. Then maybe I can give you some advice and help you with some skills. ","SFC Smothers, I am a little disappointed that you missed our original meeting. However, we all can work on having better communication skills. Lets talk about that and it will help with the issues in this counseling as well. ","SFC Smothers, you are a great leader to your soldiers. They are loyal and trustworthy but you just need to communicate better with them. Every leader can always work on that one aspect.  ","SFC Smothers, not communicating with your soldiers is an issue. They put their trust and faith in you as a leader and you disappointed them. If they feel like you are not doing your job then they wont want to work for you. ","SFC Smothers, its sad that you are lacking in communication skills. As a leader you need to be more aware of what is happening or needs to get done. Your soldiers look for your guidance and they are not getting anything from you. ","SFC Smothers, you missed our meeting. Instead you were too busy with food instead of your career. That is a real problem and you need to figure out your priorities. ","SFC Smothers, you are irresponsible and thats not a trait of a leader. You need to rethink your actions and choices you have made. Maybe you are not fit to be a leader. "
I appreciate the effort your put into your duties SSG Rogers and your performance. ,,,,"You performance the past two weeks has been slipping and I do not codone tardiness to formations. I will counsel you and your PSGT and develop a course of action for you to improve your performance.

",,I am going to negatively counsel you for your actions. Your actions in the past week are unacceptable. Any further indications of your negative performance will be noted and may be recommended for an article 15,I am going to recommend you for an article 15 for your blatant disregard for the rules and respect for me as your PL you have showed up late to your obligations for the past two weeks. You are a SSGT and held to a higher standard. you know the rules.
"SSG Roger Good morning, please have a seat.",SSG Roger please come in!,SSG Roger I am impressed on some of your achievements you have accomplished over the years.,You have earned a lot of high honors for this company.,"SSG Roger you have disappointed me lately, with you disregard you the standards this company has set. ",Do you not understand how to tell time.,SSG Rogers I can not stand you attitude.,The level of standards you have is horrible and I am demoting you to SGT/ E-5.
Please shut the door and relax.,Thanks for coming. Day going well so far?,How's your week been treating you? Any big plans for the weekend?,You seem happy. Good start to the day?,Seems like you're getting into a habit of being late. Am I wrong or right on that?,Something you want to tell me for why you've been late to the past couple of time hacks? It's OK. I want to know though.,"Man, I hope you enjoyed that breakfast while I was waiting here for you.",Ever heard of three strikes your out. That applies to you and everyone here pal.
Have a seat. Tell me about this delicious breakfast that you just had.,"Good morning Sergeant, do you know why you are here?",Good morning! I had the same breakfast this morning as well. How was your ride in? ,,You are late SGT. What makes you think it is okay for you to show up late to our scheduled meeting?,,Do you remember BCT? Well I am about to remind you. ,
"SFC Smothers, it has come to my attention that you have been slacking off on your duties. I would like for you to take you job more serious.","SFC Smothers, I know that you have plenty of experience in what you do. I need you to stay motivated and set an example for the members of the platoon.","SFC Smothers, I would normally counsel squad leaders for this but since you are usually at the top of your game, I will let this slide this time.","SFC Smothers, It has came to my attention that you have been slacking off. So I need you to refocus and keep doing what you do best. ","I understand that you have put in a lot of time here SFC Smothers, but this does not give you a reason to be irresponsible.
","SFC Smothers, I see that you excel in what you do, but I need you to maintain your military bearing and act like a squad leader that I know you are.","SFC Smothers, this is absolutely unacceptable from a squad leader!","Sfc Smothers, I do not know why you think it is okay to just do what you want. Your lack of motivation is unacceptable in this platoon."
"Well SFC, I see that you have had a few hiccups here and there but other than that you've been doing a great job. Keep it up.",Good job with everything you have been doing. Keep out of trouble and don't let any of those mistakes happen again. ,"Great job, with keeping your soldiers out of trouble. I know there have been a few issues but nothing that is too concerning. ","The PLT has been doing great, I see no reason to be upset. Keep doing what you are doing and keep up the awesome work.",What has been going on lately? Your men have been late and you yourself forgot to secure transportation. You need to start performing better.,Get it together with you and your soldiers. I can't have you nor them coming in late for their details. If you keep this up you and I will have to continue this discussion further.,"You have been late and you are unable to get your soldiers to be on time. We will have to figure out what to do with you, but in the meantime you are going to be recommended for a negative counseling.",I see you have been performing much lower than your peers and so have your soldiers. This better not continue to happen or there will be punishment to follow. I expect better out of you. Get out of my office.
"Hi how are you, take a seat and lets discuss your recent performance.","Being tardy to a counseling session does not look great, but im sure we can discuss that further in this meeting.",You are a great leader and I just want to know what the matter is. you have been performing poorly the last couple weeks and I know that isn't you because you are the best section leader.,How is it that my best section leader is having a bad couple weeks. This just isn't like you.,So you Think its okay to leave your commanding officer waiting 15 minutes so you can have a conversation. Being a terrible soldier is what I thought about you.,"Your performance the last couple weeks is uncalled for and if you fail another inspection or are late for an important task or meeting, like what happened today, then I will have to replace you.","The fact that you can not even show up on time to a counseling shows me how much you do not care. I bet you don't care about anything in your life right, or just some things like your breakfast. ",If you can not show up on time and get your act together then I will have you replaced with someone that is a better leader than you. 
You have been slacking lately. This can turn into a bigger problem if it is not handled. You have one week to get yourself back on track. ,You are a good section leader. I am willing to be lenient if your erratic behavior ceases immediately. ,"As one of the best leaders in the platoon, you are allowed a few mistakes. Take this as a warning. Most soldiers would be facing serious disciplinary actions for this behavior. ",I am willing to overlook these past few mistakes if you correct them and continue to be highly motivated.,You have been failing and it is becoming an issue. You will pull extra duty these next two weeks and we'll go from there depending on how you perform. ,You will be facing disciplinary action for the recent events. This will not be tolerated.,You have been failing miserably. You were even late to this meeting so you could get breakfast! You will face punishment and we will be speaking with the CO. ,"Just because you usually perform well and are highly motivated does not mean you can do what you want, when you want. Expect your punishment to be severe. "
"Please, take a seat. How was your morning?",I couldn't help but overhear about your amazing breakfast. Man. sounds delicious.,"Come on in, bro. How are things? Good job getting the squad mission completed yesterday!",What's up? Doing good? I like the way your squad is performing.,"Your squad was late. As a result, we didn't complete the tasks needed. What's going on?",I've heard from the PSG that you have been displaying some erratic behavior and tardiness lately. Wanna talk?,This is the last time I will be discussing tardiness and behavioral issues with you.,Do not let me hear about you affecting this platoons readiness one more time!
"SSG Rogers, you are late to this meeting. What's been bothering you lately? Let's see if we can down to the root of the issue, so we can streamline how we conduct business in this Platoon.","SSG Rogers, I'd like to discuss with your recent performance. I know you're not normally like this, so I'm here to help you with any issues you may be having here at work or at home.","SSG Rogers, I appreciate you taking the time to meet with me this morning. I understand there have been some issues on your part. Let's determine the best way forward, so we can get you promoted.","SSG Rogers, in the past, you were a great NCO. You didn't get to where you are now without putting in the effort and hard work that you have. Let's talk about how we can overcome this hump, so we can get you back to being a top performer.","SSG Rogers, I expected more from you. Occasion after occasion, you've failed to execute the tasks assigned to you. I don't know what's been going on with you lately, but you need to fix it.","SSG Rogers, you're constantly coming up with excuses for not completing tasks. I don't need a Squad Leader who isn't going to contribute to the overall success of this Platoon. I'm going to recommend you be transferred to another Platoon.","SSG Rogers, you are 15 minutes late to this meeting. I overheard you standing outside making small talk with someone else knowing you're late. I'm going to recommend a reduction in rank.","SSG Rogers, you are worst NCO I've ever come across in my career. You're supposed to set the example for junior leaders and Soldiers. There's no room for someone like you in my Army. I'm going to recommend that you be kicked out."
How was your breakfast this morning? That food sounds pretty good. We should go get breakfast tomorrow morning.,I just wanted to see how everything was going? It sounds like everything has been going pretty decent for you. Have a great day.,"You have been doing a fantastic job lately, I am giving you a promotion.","You have only been a little late to every formation and for that work I commend you, lets go grab a couple beers on me.","I am going to have to kick you out of the military because of your lack of urgency, you will never find another job and your life is practically over.",Nothing ever goes great for you. You never do anything right. You are a failure. You are getting a dishonorable discharge.,"You are the biggest lowlife idiot I have ever seen. You have no sense of urgency, I am docking your pay.",You are going to be pulling many duties per night to reduce your sleep until you can get a sense of urgency. And I am ocking your pay.
"SSG Roger's, I couldn't help but overhear what you had for breakfast, where did you eat?","SSG Rogers, it's good to see you this morning, how are you?",Sounds like you had a pretty awesome breakfast!,Great day isn't it?,"SSG Rogers, you're late, which is part of the reason you're here. ",Should you really be making small talk when you are fifteen minutes late to meet with me?,"What do you mean showing up this late to meet with an officer, Sergeant?","Not sure what you think is going on here, but this is a meeting about your terrible performance. "
"SSG Rogers, This is unacceptable. I need you to be at formation on time regardless of what happens.","SSG Rogers, I need you to be at formation on time. ","SSG Rogers, I understand what happened. Next time something like this happens call me and I will help you out.","SSG Rogers, do not worry about this incident. Sometimes these things happen.","SSG Rogers, I understand what happen. However, I need you to be at formation on time.","SSG Rogers, I understand sometimes these things happen. I need you to be a role model an show up to formation on time.","SSG Rogers, this is unacceptable. I am counseling you for being late to formation.","SSG Rogers, I am counseling you for being late to formation. You are acting unprofessional and setting a bad example for your soldiers."
dont worry SFC smothers we are gonna figure out exactly whats going on here i promise you that.,"I think youve been doing fine, sometimes these things happen, but rest assured.. we will figure this out.","SFC you have been on my radar for quite some time now for your eye and impeccable performance in keeping the soldiers in line, i think you will do great things here soon..",Something is fishy here and i think we are gonna have to have a good long talk with rogers and figure out why that is..,"SFC you have failed in your duties as a platoon sgt to your men, and i dont think bringing in ssgt rogers is going to rectify the failure of your self.","I think you need some time off SFC, your abilities haven't been adequate as of late as well and im questioning whether or not you have been doing your required diligence.","SFC, you have been without a doubt the worst NCO i have ever worked with so far and im tired of how you attempt to bring down the junior soldiers in order to advance yourself.. ",you are a disgrace to the NCO corps SFC and i am completely ashamed that you had ever been admitted and promoted as such.
"SSG Roger's, i hope is a great explanation to report at this time.  ","SSG Roger's, we need to talk about your performance in this past quarter. ","SSG Roger's, based in your performance lately i believe we need to work with you plan and preparation skills.  ","SSG Roger's, we are going to be assisting you with some taks that you have , but we need to see improvements. ","SSG Roger's, i need you to do this auto evaluation and we will discussed after. ","SSG Roger's, your performance have to get better by this next quarter or we will have to find new measures of retraining,  ","SSG Roger's, i believe that you need to be more organize and proficient on your task, you need to come up with a plan for your duties and explain it to your chain of command. ","SSG Roger's, i know we all have many things to do during the day but we have to follow standards, you are receiving a counseling stamen"
"SFC Smothers, your work has been great in the past. ","SFC Smothers, I hope to see you continue on to do good work. ","SFC Smothers, if you get your act together, you may very well get promoted, ","SFC Smothers, LTC Heaton was very impressed by you. ","SFC Smothers, your work is insufficient as of lately.","SFC Smothers, you must put forth more effort. ","SFC Smothers, who the hell do you think you are showing up late to the police call?","SFC Smothers, with this quality of work, you can expect to not get promoted. "
"I heard you had a nice breakfast. I had scrambled eggs and bacon, thats my favorite.",I hope you had a good morning. I'm glad you could come to this meeting.,"Your performance seems to be lacking, however you should be up for a promotion soon. I am sure you will get it.","Glad you could attend this meeting. I am very impressed by your ability to handle uncertain situation and adapt on the fly, and your performance shows that.",You know you are late? Do you not take your job seriously? How am I suppose to put you in charge of others when you cannot even control yourself?,You being lethargic is unacceptable. You need to change your actions if you want to continue being here.,You are a terrible example for the platoon. How can you even call yourself leader. I am going to recommend further disciplinary action for your lack of preparation and performance. ,You are one strike away from being kicked out of this platoon. Your performance is beyond unacceptable. You need to start taking your leadership role more seriously.
How is it going this morning SSG? You seem to be in a chipper mood.,Good morning SSG.  Please have a seat.  I wanted to speak with you about your positive performance this cycle.,"Keep up the good work SSG, mistakes happen!","Sometimes I am late for my duties too, try not to let it happen again, but I get it.","Your performance as of late has been sub-par SSG, I would like an explanation of why.","SSG, the SFC has told be about your poor performance lately, please tell me what is going on.","You are on your last straw with my SSG.  One more slip up, and I will see to it that you do not have a job in the morning.","I have a very high expectation for my platoon members, especially my squad leaders, and you have not met it. "
Hello lets get started.,Good morning. How are you?,That sounds like some breakfast you had this morning. ,Good morning...thanks for showing.,Why are you late?,You're late! Next time there will be repercussions.,You're late!...no need for a meeting goodbye.,No need to report. You're late.
Soldiers are hard to deal with sometimes are they not? do not worry about anything just try and get stuff done a little quicker.,I love me some scrambled eggs as well. Just called you in to ask you to try and get your men to call earlier if possible.,"You know what son, we need more people like you the army is to up tight. I called you here today to give you a promotion",I just called you here to ask if you wanted to get drinks with me tonight? We can talk about a few issues tonight over a cold one.,I called you here today to tell you I am demoting you for your poor work ethics.,People like you will never move up in this world you need to really take a look at your current decisions and figure something out before I have to fire you.,Look here you Imbecile you either get your butt where you are suppose to be on time or get the hell off my base. You understand me?,"You are one of the worst soldiers I have ever met. How dare you make me wait on you, coming in here like you own the place, get the hell out of my office this instant."
how are you doing? whats got you in a good mood?,i am happy to see that you are happy.,why dont we cut todays session short to enjoy the est of this beautiful day.,in what ways can you apply your happiness to help others today?,i know youre happy but you are late please dont let that happen again,timing is very important in this field. ive noticed you have been late a few times. even to our sessions. whats going on there? ,you're late. you're always late. THIS IS NOT ACCEPTABLE!,you had time to make yourself breakfast and chit chat but couldn't get here on time?! because everything revolves around you right.
,,,,"Staff Sergeant, your conduct these last few days is unacceptable!",,,
I am glad you have shown hard work during your time as an employee and I would like you to feel appreciated ,Where your punctuality lacks your work ethic makes up for it ,I am greatly impressed with your service ,You have shown astounding work here as an employee ,You have a poor sense of punctuality and it negatively impacts the performance of others ,Its your fault you don't have any sense of responsibility ,I am going to have you fired if I hear of another offense with you ,Your lack of work ethic is grounds for termination 
,,,,,,,
Your breakfast sounds delicious. I bet you’re in for a good day!,"Nice to see you’re starting your day off right, let me know what I can help you with this morning!","Glad you fueled up for breakfast, we have loads of fun, active things to do today?",Thank goodness you’re here for the meeting - we’re all so excited to hear tons of fun new ideas from you!,"Sorry, the exciting part of the meeting is over already. We just have a few boring topics left to cover.","I bet your heavy breakfast has you tired. Unfortunately, we’re also out of coffee.","Being late to a meeting because you’re talking about breakfast is unacceptable. Don’t bother taking a seat, we don’t need you here.",Sausage for breakfast? Do you have no remorse for the death of the animal you just ate?
,,,,,,,
Thank you for meeting with me.,I appreciate you coming to meet with me.,You are doing a great job.,You work is really benefiting us.,Your work needs improvement. you are always late.,I am going to give you a strike for always being late and not doing your job.,I am mad that you are late! you are fired!,You are being reprimanding for your awful work!
Good Morning SFC Smothers. How are you today?,Good Morning. I heard you had a great breakfast this morning.,Glad to see you are well SFC Smothers. Youi have been doing an excellent job in the field lately.,I myself enjoy bacon and eggs in the morning. I just wanted to talk to you and get an update on how you are doing.,However SFC Smothers it has come to my attentiopn that some things have not been going according to prodocal these past couple of weeks.,I have done my own reports and it appears that you have been not properly taking care of you men or the equipment provided to you.,I have never seen such lack of responsibility in years. You should be ashamed of how you have been acting.,"If I ever find out you have been arriving late, or not being properly prepared, you will be reprimanded. Is that clear soldier?"
,,,,,,,
"SFC Smothers, I've noticed you being late to a few things. I'd like to state seeing a difference in that.","Good morning, I hope your morning was good. You seem to be a few minutes late. No biggie, just try not to let it happen again.","SFC Smothers,You seem to be in a wonderful mood this morning. I guess that would explain your carefree mood.",How was breakfast this morning? It must have taken some time to prepare. Nothing like a good breakfast.,"SFC Smothers, you need to put more effort into arriving to your destinations on time.",I hope your morning is going well. Please be aware that your were late and it needs to stop.,I hope you are aware that being late to anything in this outfit is not tolerated.,"SFC Smothers, I hope that the lack of consideration you are outing into your job here is going to change."
,,,,,,,
,,,,,,,
"Hey Sgt Rogers, how are you doing? How was your breakfast? I heard you outside talking to an another NCO about how good your breakfast was. Is that the reason why you are fifteen minutes late to our meeting.","Hey Sgt Roger i have been thinking about your situations that have been going on here lately in the platoon. There is nothing to get upset about, you have been a great NCO. I have notice a change in your behavior and that is what, we what to discuss now.","Hello Sgt Roger, come in have a seat, what a cup of coffee. I have been noticing and seeing a change in your behavior. You are one of my stellar NCOs. I need you to get back to that level. I notice your becoming complacent with your duties.",Sgt. Rogers i notice you have been missing some appointment times. i know that is not like you. You are a stellar NCO. I need you to get back to that level. Let me know ahead of time if you can't accomplish you task.,"Sgt Roger, come into my office so we can talk about you missing your appointments and failing inspections. Sgt Rogers you need gather yourself up and stop missing these appointments. You are a great NCO, i need to see some changes real soon.",Sgt. Roger i have been told that you have been missing appointments time and failing inspections. That is not what i thought i would here from a NCO like you. I need you to stand back up and become the Sgt Rogers that i once knew.,"Sgt Roger when i heard that you was missing appointments. I was not surprised at all. You behavior has become very erratic here lately. If you what to stay an NCO in this platoon. You need to become an better NCO, than what your displaying.",Sgt. Roger you are about to fired from being First section sergeant and get lose your rank if you do not start acting like an NCO suppose to be acting. Not missing appointments and failing inspections. Do you understand me Soldier.
"SSG Rogers, good morning. I heard you talking to NCO about breakfast. Sounds amazing.","Greetings Sir. I hope you are well. Lovely day we're having, with the break in the weather and such.",Hey SSG Rogers! Good morning! How have you been man? How's that project car coming along?,"Rogers, what's good man? I heard you talking about that breakfast you had. Mmmhmmm that is absolutely the best, but you really should try Margie's deer sausage. To die for!","SSG Rogers, you're late. Perhaps you should have skipped the fancy breakfast and grabbed a power bar so you would be on time.","Rogers, late again I see. Well, come in and let's get this over with so you can be late somewhere else.","Rogers, get in here now! Every time you are supposed to be somewhere, you find yourself LATE!","Rogers, who do you think you are coming in here to a superior, LATE, while bragging about breakfast? Since you have time to chat up NCO, you can take a lap then come in and we will discuss the concept of time."
,,,,,,,
Hey! I'm glad to see you in a pleasant mood. How are you? What's been going on with your recent tardies?,Good mornin. Hope all is well in your life. What's been keeping you?,Hey that breakfast sounds fantastic. I might hire you as a chef.,Good morning! Next time I want some of that breakfast you were talking about.,Do you even know what time it is?,My time is just as valuable as yours. So either be here on time or don't show.,Please remember you are replaceable and I can easily send you on your way.,You're fired!
,,,,,,,
good morning! how are you today?,good morning! how has your morning been?,good morning! how are you today?,Hey! there's my favorite sergeant! how are you??,good morning! how are you today?,"running a little late, i see. how amazing was your breakfast?",good morning! how are you today?,15 minutes late on top of how late you were yesterday? punctuality is super important in this career and you're exemplifying no signs of that.
Hello lets get started.,Good morning. How are you?,That sounds like some breakfast you had this morning. ,Good morning...thanks for showing.,Why are you late?,You're late! Next time there will be repercussions.,You're late!...no need for a meeting goodbye.,No need to report. You're late.
,,,,,,,
,,,,,,,
You seem to be having a wonderful day so far. Can I ask why?,what's making you so happy today?,How has your day been so far? It is great to see you!,You are doing a great job son! I have a few tips for you though.,You should be very ashamed for the kind of work you have been doing.,I am extremely disappointed in you.,You are the worst soldier I have ever seen!,How dare you be late to this meeting? Do you understand what that means?
"I know a lot of things are going wrong, but we will get through this. I can help you to improve some things with your men","I know this is probably not all of your fault, and I am willing to help. Do not stress about some things going wrong. We can work on it together.",You are still doing an awesome job! Do not worry at all about these few mess ups!,I am not holding any of this against you! would you like a promotion?,"You are not doing too great of a job right now in your position, you need to step it up","I am not sure what is wrong, but please find out so you can fix this.",You are a terrible leader and have not been doing anything correctly! you are going to be fired if you do not fix this!,Stop messing up! It is so annoying having to deal with you!
"I am glad you are having a good day, but we do need to discuss your performance. I believe you could be doing better.",I need you to be the man that I know you can be for your people.,I completely understand you son and that is why I am willing to work with you.,You need to be more than what you are acting like now son.,"Smothers I am not pleased with your attitude towards your currently situation, but I understand it. I was just like you one day, but you need to be better.",You disappoint me son. You have to shape up otherwise you will not be able to do anything other than desk duty son and I don't want that for you.,You need to straighten up soldier if you ever want to make it anyone in this outfit. I am not happy at all. One more infraction like this and I'll have your rank.,Smothers you are nothing more than a lazy slacker in charge of a bunch of undisciplined men destined for nothing more than kitchen duty.
"Rogers everythings okay, no one could have predicted car troubles you're in the clear.",Rogers you are fine just get the cars fixed a resume duty tomorrow. have a nice one.,"Roger you are the best guy in that uniform, but its imperative you get those cars fixed ASAP.","Rogers i love salsa scrambled eggs myself, you are doing an outstanding job, keep up the good work. but also fix thos cars.",Roger you are always late to everything and this trend has to stop today or youll be in serious trouble.,"Lewis i wished you oved you job as much as you do those eggs, get your act togther.","Lewis you are the worst soldier i have ever seen, whats the problem with you being late to everything lately. Everytime i turn around youre smiling, and im about to write you up.","Rogers there is no reason to be late everywhere you go. now you have to do extra drills at pt, and work the night patrol for the next week."
Thank you for showing up. I appreciate the hard work you do,"Come on in. I hope you enjoyed your breakfast. Relax, we're just talking as men.",I hope you've been well. Your performance has been exemplary and i hope you continue to push you and your men.,You seem to be enjoying yourself and your men seem to be doing well. I know you are creating great leaders within squad,You have been failing to meet standards. Your not doing what you need to do. Change that quickly.,Your lateness and disrespect is an issue. I hope this changes. I would hate to have to take action to ensure that changes.,I will be taking administrative action. Your constant failures have left me with no other choice.,Stop disrespecting me and your platoon. Your behaviour is inexcusable and will change. I don't want to have to call in you my office again
I couldn't help to overhear of your pleasant morning.  It sounds very nice.,I heard your squad executed an efficient and speedy police detail the other day.  That is very impressive.,"I am pleasant to report that overall, the squads have been performing very well, and some leaders are definitely standing out.",A soldier in your squad has really risen up and is being recognized by many of my colleagues.  Your hand in his development was also noticed.,"2 weeks ago, in the hour and a half that was wasted, one of your squad members left out of frustration.  He got in a tragic car wreck and his family decided late last night to take him off of life support.","Your wife brought your daughter up here this morning.  I had brought in breakfast for us all to share before our meeting, but unfortunately you did not get here on time.","Unfortunately, your leadership has been less than impressive.  Punctuality is required and your lack of it is reflecting on your soldiers.  This is unacceptable behavior and very disappointing.  I am questioning your ability to do this job.","I know about your inability to lead in the way yu have been instructed to.  You clearly have no understanding of your wrongdoing, but fortunately I will devote this next hour to explaining it to you.  You are arrogant while unable to deliver."
"SSG Rogers, I understand that you have been experiencing some setbacks in your work. I'm sure there are reasonable explanations. Would you care to share them?","SSG Rogers, I realize that life gets in the way of our work sometimes and that it is easy for slips of the mind to occur. Could you explain to me what exactly has been happening? Perhaps we could work something out together.","SSG Rogers, I am impressed by your continual work and efforts. I have been considering rewarding them if you continue to improve and put forth your best work.","SSG Rogers, you are a hardworking member of this branch, and though others may not notice your good work, I respect your attitude and work ethic. I just know that you can become one of the best here if you continue to work hard and improve yourself.","SSG Rogers, I could not be any more disappointed in you for neglecting your duties. You not only harm your reputation through these errors, but you also risk endangering the work and lives of others.","SSG Rogers, it is with heavy heart that I must send you home for your repeated infractions. You may return after a few days and resume your work, but I cannot tolerate any more. I know that you are capable of better.","SSG Rogers, I cannot believe that you seem to care more about your favorite breakfast than you do your duties here! You are a sad excuse for a soldier, and I wonder how you ever joined our ranks. You are highly incompetent and utterly pathetic.","SSG Rogers, you cannot seem to even perform basic tasks like shwoing up for counseling. You are a lowly worm in my eyes. How do your men put up with you? You need to suck it up and do better. Otherwise, you can leave."
,,,,,,,
Smothers was really relaxed and he pretty much ignored any attention that goes around him.,Smothers is way too comforted in his position.,"Well smothers felt lazy at first, but then a meeting just came up and he dashed with excitement.","When there is a call that came up, he rushed to the store and got all the goods for the session with enthusiasm.","When was being too comfortable, he was enjoying watching television, but then he realizes that he was late for the session.","smother was lazy, then he got yelled at by a supervisor for talking about things irrelevant and also showing up late for the session.","He was so calm with everything flying by him, but then he got a called from Rogers about his fat bum sitting all day for nothing. Then he got angry. (Smothers)","Smother was just watching some cat videos online, but then its 8:00 and he got mad at his clock and he destroyed it with anger."
Smothers i want you to just chill the way you are and pretty much the whole day is yours.,"Here is a fruit punch Smothers, hope you are enjoying your free day.","Hey smothers, you are getting a raise and i want you to celebrate by chilling!","Come to the session Smothers, there is something interesting going on and i want you to come and check it out! Don't be late!","Smothers, you bother call yourself a sergeant! You are a lazy fat bum who sits on a comfy chair just eating his donuts. Get your sluggish act together.",You are a big sack of crap who wastes his whole day doing nothing besides bragging about nonsense.,"Hey Smothers you are fat!! Look at you, you're just thinking being comfortable is going to make you look good! Get your bum up and don't be late to that dang meeting!",You are a sorry excuse for a human. A man who just sits there and wasting his time and not getting ready for the important session that needs to be taken care of.
Hey man whats up,Lets eat and relax,Hey man. You did a great job this week. I bought a feast or all of us.,"Man that turkey sausage was great. I heard things are going to get better around here, including breakfast.",reports are not good this week. Have you reviewed them?,We have so much to do today. Its going to be awful,Wow you ate so much. Arent you concerned about your weight,Youre annoying. Can you do my part of the job. Im busy
